AGE;ANCSTRY1;ANCSTRY2;HISPANIC;INDUSTRY;LANG1;LANG2;OCCUP;POB;RACE;RPINCOME;SEX
31;210;999;001;831;2;000;095;041;037;005000;0
42;021;022;000;942;2;000;014;048;001;032345;0
18;210;999;001;641;2;000;436;006;001;006400;0
40;210;999;001;392;2;000;783;048;001;030000;0
31;088;032;000;241;2;000;022;006;001;019500;1
27;210;999;001;740;1;625;022;315;001;014622;1
34;032;999;000;751;2;000;313;019;001;015000;1
19;210;999;001;623;2;000;264;006;001;000500;1
18;051;999;000;842;2;000;779;006;001;003600;1
31;210;999;001;842;2;000;653;006;037;022000;0
14;032;210;001;000;1;625;000;006;001;000000;0
18;087;089;000;000;2;000;000;006;001;000000;1
72;920;999;000;671;1;625;278;006;327;017000;0
27;706;999;000;850;1;708;134;006;006;047100;1
26;210;999;001;410;1;625;804;006;001;012000;0
58;750;999;000;060;1;724;579;217;011;025000;0
05;210;999;290;000;1;625;000;006;037;000000;0
80;999;999;001;000;1;625;000;315;001;000000;1
02;939;999;000;000;0;000;000;006;001;000000;1
11;740;999;000;000;1;723;000;006;009;000000;0
62;022;026;000;352;2;000;785;029;001;008100;0
20;032;999;000;060;2;000;869;006;001;001600;0
01;210;999;001;000;0;000;000;006;037;000000;0
06;082;210;001;000;1;625;000;006;001;000000;0
30;210;999;001;641;1;625;436;315;037;000000;1
72;290;999;290;000;1;625;000;004;001;004788;1
65;900;999;000;831;2;000;447;005;002;032000;1
59;032;022;000;000;2;000;000;006;001;000000;1
06;782;999;000;000;1;708;000;238;006;000000;0
67;999;999;000;000;2;000;000;051;001;018792;1
07;720;999;000;000;2;000;000;006;008;000000;0
23;210;999;001;671;1;625;436;315;037;025245;1
05;210;999;001;000;2;000;000;006;001;000000;0
70;210;999;001;000;2;000;000;006;001;007392;1
65;740;999;000;550;1;723;379;006;009;008405;1
36;596;999;000;342;1;620;796;421;002;020000;0
22;087;022;000;000;2;000;000;006;001;000000;0
34;210;999;001;512;1;625;547;315;037;022000;0
40;148;999;000;842;2;000;156;006;001;047700;0
51;210;999;001;842;1;625;436;315;037;001400;1
00;210;999;000;000;0;000;000;006;001;000000;0
40;050;999;000;000;2;000;000;006;001;001400;1
44;210;999;001;601;1;625;804;315;001;025000;0
31;999;999;000;000;2;000;000;006;001;000000;1
22;210;999;001;000;1;625;000;315;037;000000;0
65;171;999;000;212;2;000;779;039;001;016123;0
13;032;999;000;000;2;000;000;006;001;000000;0
35;032;999;000;611;2;000;889;042;001;020000;0
15;210;999;001;000;2;000;000;006;001;000000;0
58;050;999;000;000;2;000;000;040;001;000000;1
32;003;050;000;601;2;000;243;006;001;051487;0
08;050;032;000;000;2;000;000;006;001;000000;0
13;900;999;000;000;2;000;000;006;002;000000;1
07;022;999;000;000;2;000;000;006;001;000000;1
30;022;050;000;751;2;000;022;006;001;026063;0
29;089;032;000;641;2;000;435;006;001;000000;1
07;210;999;001;000;2;000;000;006;001;000000;1
28;210;999;001;060;2;000;337;006;037;023000;1
39;021;999;000;840;2;000;313;006;001;017468;1
30;210;999;001;341;2;000;785;315;037;012000;1
46;210;224;001;922;2;000;308;031;001;013000;1
29;900;999;000;530;2;000;359;005;002;018000;1
37;271;999;003;631;1;625;266;337;001;110000;0
00;939;999;000;000;0;000;000;006;002;000000;0
39;720;999;000;731;1;742;229;231;008;020000;0
81;032;999;000;000;2;000;000;046;001;025000;0
39;195;999;200;641;1;625;804;134;001;019000;0
31;210;999;001;550;2;000;889;006;001;027000;0
00;785;999;000;000;0;000;000;006;012;000000;0
35;210;050;001;873;2;000;313;006;037;023500;1
36;720;999;000;831;1;742;095;231;008;040000;1
02;210;999;001;000;0;000;000;006;037;000000;1
40;900;999;000;441;2;000;348;017;002;015000;1
66;939;999;000;060;2;000;844;029;001;031000;0
27;032;999;000;651;2;000;276;006;001;012360;1
46;750;999;000;000;1;724;000;217;011;000000;1
38;032;142;000;831;1;625;315;017;001;030000;1
63;032;920;000;000;2;000;000;029;001;000000;1
30;210;900;001;842;1;625;808;006;002;025000;0
65;050;022;000;000;2;000;000;031;001;000000;1
10;210;999;000;000;2;000;000;006;001;000000;1
40;999;999;001;000;1;625;000;555;037;000000;1
01;924;999;000;000;0;000;000;006;001;000000;0
41;032;999;000;542;2;000;229;006;001;035100;0
32;237;999;237;000;1;625;000;385;001;000000;1
29;740;999;000;821;2;000;089;006;009;059000;0
36;210;999;001;362;2;000;363;006;037;053000;0
26;900;999;000;710;2;000;255;011;002;014601;1
66;032;022;000;411;1;625;313;031;001;036585;1
54;720;999;000;831;1;742;208;231;008;011000;0
20;999;999;199;331;2;000;337;006;001;017500;0
61;740;999;000;710;2;000;379;015;009;000000;1
15;032;087;000;000;2;000;000;006;001;000000;1
30;999;999;000;751;2;000;514;053;001;028000;0
43;022;999;000;891;2;000;022;006;001;094800;0
17;032;050;000;631;2;000;266;006;001;001962;0
31;051;999;199;711;2;000;303;036;001;023000;1
67;271;999;003;501;1;625;779;555;037;020000;0
43;931;999;000;841;2;000;313;301;001;000000;1
12;051;082;000;000;2;000;000;006;001;000000;0
13;939;999;000;000;2;000;000;006;001;000000;1
27;210;999;001;681;1;625;274;315;001;011792;0
41;051;999;000;892;2;000;022;025;001;000000;0
39;050;999;000;842;2;000;157;119;001;025000;0
36;740;999;000;362;2;000;007;215;009;101977;0
38;050;999;000;362;2;000;363;034;001;030000;0
78;045;999;000;000;1;637;000;116;001;001900;1
16;999;999;000;000;2;000;000;006;001;000000;1
66;022;087;000;601;2;000;283;006;001;000000;0
57;022;999;000;841;2;000;178;006;001;130000;0
18;900;999;000;630;2;000;276;006;002;002400;1
33;900;999;000;842;2;000;453;005;002;024000;1
26;210;999;001;641;1;625;276;048;037;022000;1
36;999;999;000;392;2;000;785;006;002;000000;1
42;999;999;000;000;2;000;000;555;012;028641;1
49;022;999;000;060;2;000;389;036;001;015644;1
42;900;999;000;441;2;000;529;029;002;012884;1
34;750;999;000;352;1;724;508;217;011;040000;0
58;740;999;000;392;2;000;364;015;009;017000;0
42;210;999;001;842;1;625;436;315;001;000000;1
20;022;050;000;352;2;000;315;006;001;015902;1
41;021;032;000;711;2;000;022;006;001;046500;1
48;210;999;001;762;1;625;709;315;037;012937;0
35;210;999;001;000;1;625;000;315;037;004000;1
29;020;999;000;831;2;000;203;006;001;015000;0
08;210;999;001;000;1;625;000;029;037;000000;0
56;720;999;000;151;1;742;337;231;008;014000;1
61;210;999;210;342;1;625;628;315;001;024178;1
07;999;999;235;000;1;625;000;380;001;000000;1
36;210;999;001;000;1;625;000;315;037;000000;1
13;615;999;000;000;1;667;000;210;010;000000;1
20;022;032;000;731;2;000;315;006;001;002000;0
31;051;999;000;641;2;000;435;017;001;023000;0
48;032;999;000;060;2;000;043;048;001;195516;0
68;103;999;000;860;2;000;014;017;001;092903;0
45;939;999;000;421;2;000;463;006;001;030000;1
39;050;999;000;891;2;000;044;048;001;050100;0
33;050;999;000;850;2;000;014;006;001;032010;1
35;210;999;001;641;1;625;444;315;037;009972;0
21;032;920;000;942;2;000;904;054;001;001000;0
14;999;999;000;000;2;000;000;006;001;000000;0
09;210;999;001;000;2;000;000;006;001;000000;0
05;999;999;001;000;1;625;000;006;037;000000;1
47;210;999;001;391;1;625;888;315;001;000000;0
27;210;999;001;750;1;625;887;006;037;007500;1
11;210;999;001;000;1;625;000;006;001;000000;1
24;032;125;000;691;2;000;777;006;009;009000;0
06;032;999;000;000;2;000;000;006;001;000000;1
51;210;999;001;060;1;625;575;315;037;001800;0
33;596;999;000;880;2;000;176;006;002;008989;1
33;050;999;000;721;2;000;185;026;001;040000;1
35;210;999;001;000;1;625;000;315;001;009000;1
08;720;210;001;000;2;000;000;006;001;000000;1
43;050;920;000;060;2;000;558;004;001;025850;0
63;210;999;001;111;1;625;688;315;001;011000;0
78;720;999;000;000;1;742;000;231;008;006000;1
25;210;999;001;212;1;625;785;315;037;000000;1
34;210;999;001;140;1;625;785;315;037;001500;1
10;210;999;001;000;1;625;000;006;001;000000;1
66;210;999;001;000;1;625;000;315;037;003972;1
01;706;999;000;000;0;000;000;006;006;000000;1
21;210;999;001;060;1;625;558;006;001;001800;0
15;210;999;001;000;1;625;000;006;001;000000;1
46;210;999;001;831;1;625;208;315;001;019106;1
28;999;999;001;641;1;625;436;555;037;004500;0
63;291;050;001;000;1;625;000;035;001;000000;1
12;210;999;001;000;1;625;000;315;001;000000;0
39;210;999;001;000;1;625;000;315;001;000000;1
17;290;999;001;641;1;625;368;006;001;002300;0
58;210;022;001;000;1;625;000;006;001;000000;1
11;210;999;210;000;1;625;000;006;037;000000;1
23;706;999;000;000;1;708;000;209;006;000050;0
38;210;999;001;151;1;625;744;315;037;009000;1
23;210;999;001;060;1;625;869;315;037;005000;0
03;210;999;001;000;0;000;000;315;001;000000;0
45;290;999;001;682;1;625;243;315;001;035000;1
26;290;999;001;351;1;625;505;315;001;010000;0
31;210;999;001;151;1;625;364;315;001;009600;1
15;740;999;000;000;1;723;000;006;009;000000;0
36;210;999;001;362;1;625;385;006;001;042000;0
24;210;999;001;060;1;625;869;315;037;003000;0
03;210;999;001;000;0;000;000;006;001;000000;1
29;210;999;001;391;1;625;364;315;001;009500;0
20;210;999;001;440;1;625;523;006;037;062208;0
24;999;999;226;863;1;625;466;312;001;003500;1
57;900;999;000;000;2;000;000;040;002;007212;1
20;210;999;001;142;1;625;364;315;037;002000;0
41;900;999;000;000;2;000;000;006;002;003360;1
04;210;999;001;000;0;000;000;048;037;000000;0
22;210;999;210;392;1;625;779;555;001;003899;0
14;223;999;001;000;1;625;000;006;037;000000;1
36;999;999;199;410;2;000;804;028;002;004000;0
22;210;999;001;641;2;000;276;006;001;000000;1
21;210;999;001;541;1;625;754;315;037;007200;0
04;226;999;226;000;0;000;000;022;037;000000;0
18;226;999;226;151;1;625;779;312;037;000520;1
26;900;999;000;000;2;000;000;006;002;001560;1
02;210;999;001;000;0;000;000;006;037;000000;1
26;222;999;222;391;1;625;734;313;001;003000;0
65;900;999;000;000;2;000;000;040;002;010824;0
34;900;999;000;842;2;000;453;006;002;036000;0
78;900;999;199;881;2;000;435;048;002;027604;0
00;900;999;000;000;0;000;000;006;002;000000;1
13;900;999;000;000;2;000;000;026;002;000000;0
06;210;999;001;000;1;625;000;006;037;000000;1
06;226;999;226;000;1;625;000;006;037;000000;0
31;210;999;001;410;1;625;769;315;037;011000;1
23;210;920;001;351;1;625;804;315;037;013000;0
54;302;999;310;731;1;625;207;310;002;018000;1
14;900;999;000;000;2;000;000;429;002;000000;0
18;226;999;226;601;1;625;877;312;037;015000;0
73;999;999;000;000;2;000;000;048;002;006700;1
11;999;999;000;000;2;000;000;006;002;000000;0
69;900;999;000;000;2;000;000;020;002;015609;0
50;900;999;000;893;2;000;183;028;002;022000;0
27;210;999;001;151;1;625;744;555;001;009000;1
24;900;999;000;831;2;000;447;006;002;000550;1
22;290;999;226;060;1;625;579;312;037;003000;0
16;900;999;000;000;2;000;000;006;002;000000;0
28;999;999;001;000;1;625;000;315;037;008182;1
10;210;999;001;000;1;625;000;006;037;000000;0
39;999;999;000;840;2;000;203;006;002;030000;0
04;998;999;000;000;0;000;000;033;001;000000;1
60;750;999;000;641;1;724;435;217;011;022434;0
79;082;999;000;000;2;000;000;006;001;009998;1
29;210;999;001;791;1;625;276;315;001;008000;1
67;125;999;000;000;2;000;000;054;001;007416;1
01;226;999;226;000;0;000;000;006;037;000000;1
48;999;999;001;762;1;625;449;315;037;006000;1
63;720;999;000;000;1;742;000;231;008;000000;1
20;210;999;001;060;1;625;567;315;037;000000;0
04;224;999;224;000;0;000;000;006;001;000000;0
29;900;999;000;410;2;000;804;006;002;035000;0
32;125;999;000;891;2;000;055;036;001;050000;0
35;142;999;231;832;1;625;084;375;001;075204;0
70;021;999;199;630;2;000;265;008;001;017888;0
67;051;999;000;160;2;000;337;017;001;024656;0
10;900;999;000;000;2;000;000;006;002;000000;1
65;900;999;000;901;2;000;303;036;002;030000;1
29;999;999;231;432;1;625;318;375;001;011470;0
51;022;999;000;000;1;625;000;004;001;021400;1
14;210;999;001;000;1;625;000;006;037;000000;1
47;924;999;000;800;2;000;187;006;001;013500;0
32;032;999;199;641;2;000;337;039;001;010000;1
22;032;900;000;882;2;000;053;036;001;008860;0
22;210;999;001;172;1;625;195;315;001;009600;1
40;226;999;226;180;1;625;777;312;001;004000;0
49;998;999;000;151;1;639;744;180;001;010000;1
40;431;999;000;000;1;655;000;180;001;004944;0
08;210;999;001;000;1;625;000;006;001;000000;0
06;999;999;004;000;1;625;000;312;001;000000;0
38;226;999;226;623;1;625;453;312;001;006000;1
14;290;999;223;000;1;625;000;314;001;000000;1
81;999;999;000;000;2;000;000;006;001;002100;1
65;291;999;003;700;1;625;253;337;001;016146;1
28;939;999;000;800;2;000;216;006;001;049000;0
79;142;999;000;571;2;000;259;128;001;041500;0
07;720;999;000;000;2;000;000;048;008;000000;0
14;939;999;000;000;1;625;000;006;001;000000;0
16;271;999;003;000;1;625;000;337;037;000000;0
71;051;999;000;060;2;000;556;009;001;006675;0
77;720;999;000;392;1;625;276;231;008;006042;0
46;050;999;000;740;2;000;415;006;001;020850;0
21;210;999;001;342;1;625;777;315;037;008000;1
09;931;999;000;000;1;726;000;206;013;000000;0
34;706;999;000;000;1;708;000;207;006;000000;1
27;999;999;222;060;1;625;869;555;037;010400;0
19;226;999;226;151;1;625;744;312;037;000000;0
12;226;999;226;000;1;625;000;312;037;000000;1
90;999;999;000;000;2;000;000;055;001;006018;1
08;999;999;001;000;1;625;000;048;037;000000;1
34;084;148;000;800;2;000;022;006;001;104500;0
23;050;999;000;591;2;000;274;006;001;023505;1
58;003;999;000;831;2;000;084;102;001;220516;0
36;050;210;000;810;2;000;021;006;001;003283;1
55;022;999;000;000;2;000;000;023;001;000000;1
29;051;999;000;440;2;000;186;006;001;040000;1
27;171;148;000;700;1;639;316;180;001;018000;1
33;195;999;000;800;2;000;774;006;001;140000;0
47;144;148;000;721;2;000;337;006;001;008400;1
36;148;088;000;691;2;000;274;006;001;000050;1
46;148;999;000;800;2;000;187;036;001;090000;1
57;125;999;000;000;2;000;000;017;001;000000;1
26;087;999;000;391;2;000;779;053;001;254119;0
34;416;999;000;712;1;656;254;212;001;000000;1
44;032;022;000;831;2;000;015;019;001;195516;0
33;032;999;000;181;2;000;178;036;001;138603;0
03;210;999;001;000;0;000;000;006;037;000000;1
00;210;999;001;000;0;000;000;006;037;000000;0
52;050;999;000;541;2;000;022;006;001;005500;0
79;088;999;000;000;2;000;000;029;001;007800;0
24;210;999;001;111;1;625;874;315;001;004800;0
04;032;999;000;000;0;000;000;006;001;000000;0
33;596;999;000;421;1;796;373;440;002;022500;0
47;222;999;222;580;1;625;804;313;001;010400;0
21;022;050;000;691;2;000;243;006;001;017000;1
39;740;999;000;000;1;723;000;215;009;000000;1
54;900;999;000;810;2;000;199;020;002;000000;0
28;210;999;001;060;1;625;869;315;037;009000;0
28;210;999;001;351;1;625;505;006;037;038000;0
32;210;740;001;702;2;000;022;006;001;042400;1
14;210;999;001;000;1;625;000;006;037;000000;1
35;210;999;001;000;1;625;000;315;037;000000;1
16;210;999;001;132;2;000;365;006;001;005000;0
69;148;999;000;732;2;000;022;036;001;030000;1
74;750;999;000;000;1;724;000;217;011;007800;1
11;615;999;000;000;2;000;000;351;010;000000;1
64;022;999;000;862;2;000;387;026;001;014240;1
02;210;999;001;000;0;000;000;006;037;000000;0
21;210;999;001;331;1;625;684;315;037;008000;0
22;210;999;001;000;1;625;000;315;037;004020;1
34;051;999;000;641;1;619;017;120;001;050000;0
05;706;999;000;000;1;732;000;006;019;000000;0
58;431;999;000;221;1;655;779;237;001;010500;0
26;999;999;001;881;1;625;453;555;037;018000;1
33;210;999;001;000;1;625;000;006;037;003600;1
88;032;999;000;000;2;000;000;019;001;006960;1
28;720;999;000;412;1;742;354;231;008;031000;0
10;089;022;000;000;2;000;000;017;001;000000;1
04;482;082;000;000;0;000;000;006;001;000000;0
57;939;999;000;000;2;000;000;017;001;000000;1
16;210;999;001;000;1;625;000;006;037;000000;0
39;050;920;000;810;2;000;313;006;001;027500;1
38;148;999;000;651;1;639;337;180;001;022000;1
20;032;999;000;591;2;000;274;006;001;009000;1
71;032;999;000;662;2;000;308;042;001;058293;1
26;022;050;001;172;2;000;319;006;001;012000;1
76;482;999;000;000;1;779;000;212;001;008400;0
70;050;999;000;000;2;000;000;017;001;007700;1
37;022;097;000;510;2;000;243;006;001;031000;0
38;706;999;000;732;1;708;065;242;006;060500;0
18;210;999;001;662;1;625;276;315;001;006000;0
30;032;050;000;800;2;000;187;006;001;000000;1
76;032;999;000;000;2;000;000;110;001;012482;1
57;431;999;199;000;1;655;000;212;001;014000;0
03;050;032;000;000;0;000;000;006;001;000000;1
38;900;999;000;641;2;000;436;037;002;003744;0
54;050;022;000;831;2;000;023;139;001;032000;1
28;032;999;000;641;2;000;017;036;001;024000;1
18;924;999;000;650;2;000;274;006;001;003000;0
04;142;050;000;000;0;000;000;006;001;000000;0
16;416;999;000;000;1;656;000;212;001;000000;1
20;999;999;000;060;2;000;869;036;001;010264;0
25;920;291;000;740;2;000;549;006;001;023030;0
05;740;920;199;000;2;000;000;006;009;000000;0
73;050;051;000;712;2;000;018;006;001;060500;0
01;032;050;000;000;0;000;000;006;001;000000;0
12;022;089;000;000;2;000;000;006;001;000000;1
29;210;999;001;172;2;000;319;315;001;011250;1
57;088;032;000;842;2;000;156;053;316;004000;1
23;021;999;000;060;2;000;849;006;001;035000;0
49;125;999;000;842;2;000;156;039;001;026900;1
40;703;999;000;000;1;726;000;206;013;000000;1
36;750;999;000;020;1;724;257;217;011;027000;0
68;129;998;000;890;2;000;023;017;001;109092;0
10;210;999;001;000;1;625;000;006;037;000000;1
03;416;999;000;000;0;000;000;006;001;000000;1
40;998;142;000;530;2;000;243;036;001;063000;0
48;051;999;231;331;1;625;628;375;001;043000;0
47;089;999;000;000;2;000;000;048;001;000000;1
66;087;999;000;000;2;000;000;021;001;024792;0
02;224;999;224;000;0;000;000;006;037;000000;1
81;939;999;000;000;2;000;000;006;001;026759;1
07;431;999;000;000;1;655;000;237;001;000000;0
26;022;088;000;700;2;000;316;030;001;013835;1
42;706;720;000;172;1;708;385;231;006;007400;1
46;419;999;000;331;1;778;585;214;001;008400;0
28;148;999;000;620;2;000;533;006;001;024042;0
04;088;022;000;000;0;000;000;006;001;000000;0
35;416;999;000;512;1;656;023;212;001;018000;1
40;148;999;000;000;2;000;000;006;001;000000;1
34;226;999;226;761;1;625;407;312;037;009600;1
33;291;999;000;800;2;000;187;036;001;000000;1
74;125;148;000;000;2;000;000;039;001;065311;1
21;237;026;237;691;1;620;274;037;001;006000;1
41;087;999;199;850;2;000;022;008;001;058000;0
18;032;045;000;641;2;000;443;051;001;003000;1
46;142;999;000;000;2;000;000;025;001;025380;0
85;022;097;000;000;2;000;000;006;001;040735;1
69;022;050;000;842;2;000;335;015;001;016249;1
16;740;999;000;641;2;000;276;006;009;000000;1
38;021;999;000;850;2;000;585;006;001;041500;0
68;237;999;237;000;1;625;000;385;037;005429;1
65;998;999;000;623;2;000;243;026;001;003200;0
34;032;931;000;710;1;607;255;301;001;013500;1
78;148;999;000;000;2;000;000;017;001;014466;1
32;740;999;000;831;1;723;083;215;009;100000;0
32;402;999;000;623;1;777;264;415;001;028000;0
20;999;999;001;641;2;000;443;020;037;012000;0
33;222;999;222;390;1;625;259;313;001;025000;1
60;225;999;225;242;1;625;889;317;037;005200;0
04;900;999;000;000;0;000;000;006;002;000000;1
45;750;999;000;771;1;724;748;217;011;020000;0
09;750;999;000;000;1;724;000;217;011;000000;1
34;032;999;000;512;2;000;259;006;001;020000;0
37;210;999;001;421;2;000;364;048;001;020000;0
36;050;999;000;060;2;000;064;044;001;060200;0
42;291;999;001;810;1;625;459;006;001;006000;0
40;210;999;001;420;2;000;276;006;037;030000;1
34;097;999;000;441;2;000;527;006;001;044670;0
25;210;999;001;152;1;625;889;315;037;008000;1
32;210;999;001;000;1;625;000;315;001;000000;1
00;900;051;199;000;0;000;000;006;002;000000;0
87;740;999;000;000;1;723;000;215;009;006840;1
17;900;999;000;601;2;000;877;006;002;001851;0
44;153;210;000;842;2;000;157;006;001;026600;1
68;050;999;000;682;2;000;274;006;001;012000;1
13;176;999;000;000;2;000;000;006;001;000000;0
31;210;999;001;352;2;000;508;006;037;039000;0
31;210;999;001;751;2;000;319;006;001;003164;1
16;032;999;000;000;2;000;000;006;001;000000;0
10;814;999;000;000;1;767;000;555;026;000000;0
16;051;999;000;172;2;000;735;036;001;010000;0
48;785;999;000;691;1;728;264;242;012;016000;0
31;900;999;000;362;2;000;026;036;002;031898;0
63;021;999;000;562;2;000;327;006;001;015922;1
30;210;999;001;060;1;625;313;006;008;009000;1
20;022;050;000;641;2;000;379;006;001;001100;1
02;720;999;199;000;0;000;000;006;001;000000;0
27;931;999;000;641;2;000;508;036;001;036000;0
04;026;999;000;000;0;000;000;006;001;000000;0
73;022;920;000;000;2;000;000;040;001;022446;1
22;999;999;000;000;2;000;000;022;001;007324;0
77;032;087;199;000;2;000;000;040;001;006980;0
39;234;999;234;000;1;726;000;206;001;000000;1
25;142;050;000;342;2;000;229;006;001;029000;0
33;022;999;000;831;2;000;207;018;001;022220;0
54;050;999;000;000;1;625;000;042;001;017000;0
16;022;097;000;000;2;000;000;006;001;000000;1
32;291;032;291;870;2;000;174;006;001;015000;1
27;032;999;000;641;2;000;017;006;001;028000;0
04;210;999;001;000;0;000;000;006;037;000000;0
33;050;021;000;000;2;000;000;047;001;013575;1
10;290;999;001;000;1;625;000;315;001;000000;0
49;210;999;001;832;1;625;446;006;001;015000;1
67;022;999;000;320;2;000;637;040;001;030600;0
12;098;050;000;000;2;000;000;006;001;000000;1
35;920;291;001;000;2;000;000;006;326;000000;1
00;999;999;000;000;0;000;000;006;001;000000;0
19;082;999;000;640;2;000;267;066;001;008000;0
30;032;050;000;530;2;000;259;039;001;018000;0
27;032;050;000;732;2;000;363;042;001;022020;0
30;050;999;000;761;2;000;406;046;001;008000;1
42;210;999;001;010;1;625;479;315;001;003990;0
08;210;999;001;000;2;000;000;048;037;000000;1
33;022;032;000;712;2;000;018;006;001;019400;0
20;050;999;000;652;2;000;274;006;001;017000;1
19;022;032;000;560;2;000;804;006;001;005500;0
80;087;999;000;042;2;000;613;020;001;012374;0
01;740;999;000;000;0;000;000;006;009;000000;0
03;021;032;000;000;0;000;000;006;001;000000;1
41;032;022;000;060;2;000;599;006;001;026795;0
51;290;999;210;642;1;625;208;006;037;023000;1
21;022;999;000;000;2;000;000;006;001;000000;1
03;210;999;001;000;0;000;000;006;001;000000;0
27;050;999;000;362;2;000;055;026;001;051640;0
39;051;999;000;741;2;000;217;048;001;006000;1
18;032;999;000;621;1;607;276;111;001;000020;0
17;032;210;001;642;2;000;276;006;001;001289;0
57;082;097;000;322;2;000;055;027;001;060000;0
39;032;022;000;020;2;000;486;017;001;027000;0
59;022;032;000;000;2;000;000;006;001;000000;1
63;032;148;000;893;2;000;183;006;001;043398;1
01;022;050;000;000;0;000;000;006;001;000000;1
21;939;999;000;641;2;000;804;042;001;003000;0
51;022;999;000;371;2;000;059;006;001;050200;0
30;087;022;000;880;2;000;453;025;001;000675;1
44;171;999;000;841;2;000;178;102;001;123515;0
05;740;706;000;000;2;000;000;053;009;000000;1
00;210;999;001;000;0;000;000;006;323;000000;0
08;210;999;001;000;1;625;000;006;001;000000;0
25;421;999;000;200;1;777;022;216;001;000000;0
59;022;082;000;842;2;000;095;004;001;011767;1
34;021;730;000;060;1;610;573;126;019;003000;0
05;142;999;000;000;2;000;000;006;001;000000;1
35;939;999;199;410;2;000;804;006;001;100000;0
47;032;999;000;591;1;625;276;020;001;000000;1
42;020;032;000;910;2;000;423;048;001;046000;0
45;200;999;001;842;2;000;014;016;001;055000;0
00;290;999;002;000;0;000;000;006;037;000000;1
28;291;999;275;751;2;000;505;006;001;023000;0
66;022;931;000;842;2;000;095;044;001;036949;1
19;210;999;001;212;1;625;777;315;037;000000;1
01;088;999;000;000;0;000;000;006;001;000000;0
21;210;999;001;212;1;625;785;006;037;000000;1
01;900;210;001;000;0;000;000;006;002;000000;0
02;051;050;000;000;0;000;000;006;001;000000;1
69;032;999;000;872;2;000;013;019;001;057686;1
61;022;999;000;432;2;000;363;006;001;010000;1
48;999;999;000;000;2;000;000;039;001;015189;0
78;109;999;000;410;1;649;804;147;001;013000;0
68;234;999;234;762;1;625;449;379;001;002916;1
63;022;999;000;000;2;000;000;006;001;000000;1
11;032;142;000;000;2;000;000;006;001;000000;1
55;210;999;001;810;1;625;453;315;037;005000;1
73;210;999;001;810;2;000;486;315;037;015852;0
22;210;999;001;000;1;625;000;315;037;000000;1
25;022;050;000;362;2;000;056;006;001;033000;0
51;022;088;000;812;2;000;337;025;001;032825;1
59;021;050;199;362;2;000;022;005;001;050000;1
20;026;999;000;010;2;000;479;006;001;013000;0
10;999;999;000;000;2;000;000;006;001;000000;0
61;089;999;000;282;2;000;769;027;001;027000;0
27;210;999;001;831;2;000;098;006;001;005000;1
48;999;999;000;681;2;000;243;006;001;035000;1
78;706;900;000;060;2;000;558;022;002;023000;0
15;999;999;000;000;1;625;000;315;326;000000;1
13;226;999;226;000;1;625;000;006;037;000000;1
16;050;032;000;000;2;000;000;006;001;000000;0
48;115;999;000;000;2;000;000;182;001;000000;1
03;999;999;000;000;0;000;000;006;001;000000;0
18;999;999;001;020;1;625;476;555;037;006500;0
35;210;999;001;531;1;625;844;315;037;017200;0
19;032;022;000;601;2;000;804;006;001;006741;0
66;999;999;000;000;2;000;000;555;001;002751;1
10;050;022;000;000;2;000;000;006;001;000000;0
69;050;022;000;000;2;000;000;029;001;008261;0
00;210;999;001;000;0;000;000;006;001;000000;1
26;011;999;000;011;2;000;473;139;001;009000;1
48;032;082;000;633;2;000;243;027;001;037500;0
64;021;032;000;000;2;000;000;006;001;023591;1
40;210;999;001;060;2;000;869;006;037;045000;0
03;210;999;001;000;0;000;000;315;037;000000;1
50;051;999;000;000;2;000;000;029;001;000000;1
39;088;999;000;712;2;000;254;023;001;049150;1
21;210;999;001;601;1;625;276;006;037;008000;0
00;051;999;000;000;0;000;000;006;001;000000;1
01;800;050;000;000;0;000;000;006;001;000000;0
62;032;999;000;000;2;000;000;036;001;007830;1
07;900;999;000;000;2;000;000;006;002;000000;1
64;022;999;000;000;2;000;000;051;001;009000;1
01;924;999;001;000;0;000;000;006;001;000000;0
75;032;999;000;000;2;000;000;039;001;015300;0
24;210;999;001;390;1;625;313;006;001;016000;1
88;032;050;000;000;2;000;000;017;001;012419;0
17;261;999;002;000;2;000;000;006;036;000000;0
31;032;022;000;362;1;723;055;017;001;030863;0
09;210;999;001;000;2;000;000;006;001;000000;0
39;050;097;000;892;2;000;022;025;001;010000;1
65;032;999;000;642;2;000;276;040;001;004691;1
67;142;050;000;000;2;000;000;027;001;004800;1
44;291;999;291;602;1;625;379;385;001;012000;0
32;088;999;000;000;2;000;000;021;001;000000;1
18;021;999;199;641;2;000;443;017;001;002545;0
12;020;051;000;000;2;000;000;006;001;000000;1
52;032;999;000;392;2;000;628;026;001;032000;0
08;032;050;000;000;2;000;000;041;001;000000;0
30;416;999;000;621;2;000;505;212;001;007000;0
40;999;999;000;320;2;000;259;006;001;035035;0
01;032;999;000;000;0;000;000;006;001;000000;0
08;999;999;001;000;1;625;000;006;001;000000;1
07;022;098;000;000;2;000;000;006;001;000000;0
16;032;050;000;000;2;000;000;006;001;000000;1
85;032;999;000;000;2;000;000;019;001;000318;0
06;900;999;000;000;2;000;000;006;002;000000;0
00;999;999;000;000;0;000;000;006;001;000000;1
36;026;920;000;581;2;000;785;031;002;009888;1
